num_commits,issues_resolved,slack_msgs,jira_tickets,team_velocity,productivity_score
15,10,50,7,24,12.59789527614792
13,10,62,8,25,12.575981937089338
21,12,39,5,36,19.2015460499747
20,4,53,10,27,23.36156940781431
15,11,55,4,26,21.831667078111295
26,6,49,9,34,26.80850909693836
26,11,45,10,25,23.70981087068084
25,13,38,9,34,24.698606253910587
21,8,68,9,39,17.522063413524076
17,12,50,15,24,18.70506646328782
16,5,46,4,34,19.343179811238375
21,12,71,6,34,23.14677935442666
19,12,52,5,26,19.765750967518976
12,9,75,7,39,23.545775656180425
15,13,35,6,26,23.101029639976275
16,16,47,7,34,17.594813523494814
19,15,36,7,28,23.06823673832876
22,13,48,12,26,25.44371036600663
28,8,48,4,35,24.24003242524239
15,16,45,7,23,8.764475336271646
19,12,50,11,27,22.72481884841095
22,14,45,12,25,20.56777178523632
23,11,48,7,22,27.72360433296474
26,12,42,8,33,25.248997039329705
16,5,64,10,25,14.639666656571443
20,9,38,5,28,18.215393006621746
16,8,52,7,31,12.22369915326329
24,10,38,10,27,21.407585486633618
19,6,41,6,34,23.65365829457092
29,3,42,5,33,23.770107647166537
24,11,48,12,22,21.379972771076037
18,12,51,11,29,20.27068473327616
22,15,38,7,29,23.7151283589762
21,13,45,4,30,13.48265355080741
20,15,40,12,22,12.444318112587123
19,12,39,7,24,13.361280969224197
23,12,61,3,31,27.161011118337537
19,8,36,9,24,23.269220483361835
27,14,50,9,32,13.123921869743864
25,17,66,11,31,19.534273578285728
31,9,62,7,26,32.993373884491334
18,8,54,13,29,17.746123310785887
20,7,49,10,24,13.416356058876804
16,9,57,10,27,13.11037370078369
17,14,53,7,39,23.310851544004084
14,8,64,11,32,22.200926123924564
29,10,48,5,35,24.6814200093743
18,12,60,12,28,23.456360187638438
22,8,46,5,25,18.554471837039532
14,9,68,10,35,8.198023381707028
18,7,48,9,29,18.41778704217973
29,12,33,4,27,17.93395158935129
26,10,50,5,33,19.126242129658568
23,4,57,12,32,15.559144624265322
22,10,66,4,21,17.94481426663867
26,5,40,11,33,24.827094944707955
20,9,32,10,29,7.793849596608947
18,5,54,9,29,17.208481429630105
25,8,54,8,29,17.981263440467234
15,8,35,6,24,18.43911491393412
20,12,46,9,25,18.222303973576253
19,8,47,12,29,12.261039589231942
25,7,58,11,33,19.20392660171503
22,7,45,5,32,11.54633769664982
18,12,45,6,25,18.553185972502124
23,9,51,14,29,20.800061335678794
19,9,36,5,26,15.1153368313273
22,6,69,5,30,19.230130383196485
17,6,59,5,26,20.703844289779862
29,13,42,3,30,26.678956140191676
24,15,38,7,35,10.333381116330028
14,10,39,8,29,9.86375907222513
18,7,55,12,18,19.949337577471912
18,11,39,10,30,16.45153483032032
19,13,47,9,26,23.579358556038862
20,13,33,7,24,25.560366206016116
16,6,55,7,28,20.339456611666844
22,7,55,9,33,17.313585655591297
19,8,48,4,36,26.250820123692453
24,12,51,17,27,20.56153371494898
25,11,57,8,30,22.047325081484914
19,13,51,8,27,24.43583208703236
16,11,57,7,24,14.03963083549268
20,10,38,9,27,22.637228093146337
19,12,53,5,30,25.214264589647456
18,8,51,7,28,15.43542570663437
16,7,62,10,33,20.006469997235985
16,14,50,5,31,22.694745952182192
27,15,49,8,29,23.905246488281023
23,6,44,12,22,16.128176549059415
14,16,64,10,29,27.06053712535347
19,4,26,5,31,11.222699701730138
20,8,55,12,25,20.965133322039094
18,12,49,15,30,20.016211690704083
23,7,48,13,29,28.169640478021044
16,4,46,6,36,14.63771842614862
15,11,49,6,35,15.741033696741642
18,8,54,12,24,13.66373591917318
18,5,42,7,32,10.19410779480297
22,9,51,9,30,18.263010310889477
24,9,53,10,34,24.110409525591592
26,6,40,8,29,18.78390908386969
23,7,55,8,14,14.849278456115222
16,7,53,10,26,20.91061249733481
18,6,42,8,29,20.986713309030886
16,11,38,6,27,21.13620302854926
12,10,41,5,26,14.607941918971697
21,10,51,6,24,19.48424681159878
19,6,49,8,33,16.95673999536801
20,12,63,10,25,26.722001976206364
11,9,46,5,31,15.33331120162419
17,11,41,5,23,14.583234545278248
15,18,56,7,22,20.611080771275294
14,11,40,8,35,23.375970278794725
14,13,42,9,37,18.356959195394932
27,12,42,2,42,17.47512815444659
25,9,20,6,29,19.42473558514652
15,9,55,7,25,12.631671868606551
27,12,59,13,22,26.305278412884782
26,17,59,5,37,20.848319338198472
17,9,68,7,30,16.048871280753254
18,13,65,13,35,32.2230913769449
21,7,46,11,36,27.181461533626972
23,8,61,8,25,17.039707372823443
17,11,49,7,29,17.04010912136433
24,19,45,13,37,24.1736410118609
22,2,42,14,25,22.84362754623591
21,10,47,10,25,20.058857839900465
18,10,53,6,30,17.25417119045714
9,8,65,11,22,14.46433404307296
18,13,57,13,21,17.15344868115119
15,11,42,5,20,12.248290204114447
30,11,39,9,41,32.31209687909616
24,12,55,5,33,24.740397301943098
24,13,59,13,28,25.086474825306308
22,6,62,7,24,21.054633174768043
22,5,47,13,31,18.49974413563903
12,9,54,14,34,17.254137731704258
17,10,58,11,34,30.033220406442766
18,11,36,7,14,14.522265997051676
21,9,52,8,38,14.092716133636998
18,13,59,6,30,20.89259020041161
15,10,55,5,22,12.3988510676669
17,12,49,9,18,17.65561492849663
21,15,76,7,29,27.727694867781256
18,8,69,14,36,12.840494250583186
16,12,50,3,36,15.2533043608634
24,14,48,11,33,16.377473376713702
18,8,57,5,32,17.460817682103695
17,5,49,4,33,16.26949762856758
21,13,62,13,31,30.38304552183237
18,10,37,8,26,19.26703078107478
14,12,47,6,23,16.32458206321785
13,10,56,6,26,22.25692904138011
14,7,60,14,31,22.061243231930824
28,5,35,9,21,15.697628040106288
32,8,40,10,25,26.216538885383613
23,12,33,7,28,22.76696604539861
26,13,41,10,37,22.337024110155927
20,13,37,7,25,13.302032032878227
18,6,55,14,28,14.086621788026518
24,16,52,8,26,21.694419219894808
30,15,48,5,29,29.047071613577266
21,16,50,13,26,23.895535990298587
10,8,61,6,26,19.2236285358361
19,12,39,9,39,15.32137405052757
19,13,30,14,34,21.51913271980036
31,10,57,7,25,18.583728216453082
20,8,46,4,28,21.66870604112158
27,14,39,7,29,29.195871122785228
18,10,55,8,23,18.04364839192941
25,7,30,6,23,20.785240709558092
22,17,41,9,28,15.231397630916744
19,13,26,8,35,18.171317461101502
19,10,52,8,28,26.367962170643686
19,9,65,5,30,17.501120484289384
18,7,44,4,28,16.588540697894526
15,11,42,13,36,20.85082964836885
21,6,67,8,28,15.526548319461163
17,11,56,12,18,26.70742834108352
20,4,73,10,33,26.624269816014277
31,13,51,13,29,28.88351110548146
20,9,52,6,23,21.074236441643563
20,11,64,8,29,17.896934820869415
16,10,48,11,30,24.480549522285223
14,15,52,12,25,19.145658761678895
22,15,25,10,27,13.174017750665662
21,14,67,9,34,20.80136516561214
23,11,53,9,27,16.251587579730966
23,6,48,10,34,27.947372572189668
18,13,59,5,36,27.747868433699782
12,9,38,11,31,25.117311171787946
14,10,44,6,22,16.106537434614875
25,5,55,8,24,14.42998380948694
18,8,50,7,30,17.090312430141612
25,12,54,5,31,22.149615565679564
26,13,52,7,32,19.939917464567117
15,10,56,9,35,21.68399695149492
15,14,36,6,24,15.549203279763024
20,12,62,7,23,20.208916807245934
15,13,45,5,35,15.303279757818053
9,10,50,8,35,17.361240692429448
21,12,43,14,31,21.294968561121056
22,17,47,5,38,20.748279903280167
30,16,52,11,25,25.870986401896765
28,15,57,5,33,16.731902508875052
17,6,59,5,39,19.35680992832884
23,10,54,9,30,31.53106504354959
17,12,44,9,33,20.57165365187511
21,14,53,6,34,19.31964885659622
15,11,52,5,26,24.666450179780117
24,6,50,6,29,15.485939754760398
15,11,55,13,23,11.421368914945987
22,8,37,5,33,23.54743859107534
20,7,29,7,28,16.920304705629313
18,14,61,10,24,23.258026732832782
15,7,48,8,37,15.171806216302834
19,8,54,11,41,17.980791017132937
19,7,41,10,27,21.201399991173187
21,8,62,9,35,18.85226871298576
28,13,53,9,33,20.489844530758717
20,8,48,5,26,19.177582200904947
23,10,52,2,33,29.84032915724051
20,9,32,6,29,15.720800957998033
28,9,53,9,35,16.359814990735742
21,9,64,10,21,20.425891934769258
20,14,53,8,33,27.042718020378338
21,7,51,10,36,19.374969191930397
20,13,46,8,29,14.116004430314742
12,9,60,7,26,20.621161708197004
25,11,62,11,27,31.031499067512346
15,7,45,9,35,9.738148860707968
24,12,53,12,25,29.39589125021839
21,8,52,5,26,23.865692873187882
8,6,54,13,25,13.501848333279087
25,9,42,4,32,20.51982801187962
25,7,61,8,46,22.949594657446895
19,11,55,4,29,17.997720398528806
19,10,62,7,29,16.243535094113525
21,9,38,8,36,12.745551404467879
17,10,39,8,27,21.450509010547993
18,9,70,9,34,27.322827474467534
21,10,61,5,31,20.777383044946557
17,7,41,7,29,19.16733741606222
19,9,58,9,33,26.344754271457493
24,13,45,10,26,14.408623743278204
11,12,33,10,28,5.159542334548188
27,9,28,6,27,20.549115231780235
21,7,49,14,28,15.50668695232314
18,14,65,7,25,11.938861257495326
21,14,65,10,33,22.485543864968417
13,10,62,10,35,23.790761329115426
32,7,58,8,30,31.33770291498226
21,9,53,9,22,8.588421820663093
21,5,61,6,38,9.797764088557166
21,9,29,7,28,11.247762733152435
19,7,59,8,30,21.522959887582957
22,10,38,8,29,24.569511188028308
17,11,40,7,32,10.525166848452205
27,16,56,11,24,30.47762644504267
22,14,59,9,31,29.86754231913941
15,7,43,8,27,6.901345261975935
20,11,56,7,24,19.62571141452571
22,8,55,15,34,19.9072801697505
18,3,46,12,29,15.829432628649448
16,11,51,4,34,26.042951759563653
16,15,70,8,22,27.273726195753696
19,5,47,7,33,16.023341037590534
19,13,47,10,27,16.238611199203678
26,12,51,7,30,27.8805443366129
20,7,48,4,27,21.4851766099653
18,7,57,9,28,19.913037471679562
22,3,64,8,34,21.627362617448245
29,11,47,5,27,17.87609027023848
18,12,41,11,41,23.037554998523586
16,11,69,4,37,13.370001645080176
23,9,51,7,38,17.79338676336731
18,8,32,7,27,20.447314191283905
22,16,68,6,31,25.350846985895068
24,11,61,5,32,22.252819895019332
26,6,66,15,26,25.685459024467875
30,12,64,9,29,17.530102192507854
18,7,76,8,29,31.317256191533804
18,9,39,12,33,17.46878941992913
19,10,42,13,27,20.67665364123654
16,8,45,7,33,20.51602703117373
17,10,44,8,31,18.063762361761597
15,6,51,2,28,14.644623158660874
19,13,45,7,22,18.930493401683584
21,10,38,8,27,17.62025425611065
15,12,41,6,20,16.809478700795058
22,9,47,6,29,25.728018286985463
23,13,61,11,29,20.87753222104768
20,12,44,7,24,18.70838422298584
23,9,58,14,28,18.032824760075858
20,13,36,7,28,17.096437619610064
23,4,18,5,33,3.007781051096874
19,11,48,11,33,23.075063384930115
23,8,43,4,30,21.01639165150847
26,7,41,13,32,18.449302224785136
12,10,40,7,32,23.79520764591515
19,6,42,8,21,17.9406865255787
16,4,40,9,25,14.70569930719542
21,12,41,4,28,6.988907969153221
17,10,36,7,32,12.469719335900617
26,8,28,6,25,22.17734579910769
15,11,27,4,30,9.398093785816615
17,13,74,11,30,27.135424872150587
20,8,49,5,35,16.65857452818389
15,18,65,7,32,19.920473172770194
29,7,48,4,33,21.753040812838734
19,11,48,10,34,19.63068928538051
13,16,53,5,30,20.04396380211658
17,14,56,11,36,24.802159667664426
9,13,37,9,32,17.47359499486432
24,10,46,12,27,21.431172603091415
20,12,53,8,30,15.874307241317178
19,6,30,5,29,16.370405053152783
24,9,62,8,40,21.300445038046114
19,9,60,4,23,16.08465218462256
20,8,28,4,22,19.744852695586125
18,18,41,3,31,15.817837624839846
20,11,51,2,25,27.710774535002027
14,12,58,14,22,29.03163269882911
17,10,65,7,35,27.478271617227932
11,5,43,8,28,17.799652972001034
12,13,73,12,30,21.90550724551775
19,16,49,3,30,15.550092217434448
17,6,47,10,31,6.61484182457648
13,8,55,12,34,17.496128914207265
18,13,53,9,31,20.739506029497047
27,11,52,12,25,17.669790097535277
13,8,69,11,33,15.678499665765255
31,13,52,6,23,19.700397810069404
19,4,40,4,27,14.980297145315511
17,9,41,7,32,13.132004405252648
20,15,64,7,30,31.42035438614851
25,7,56,9,27,20.828622162478016
21,11,34,12,26,19.256829291197466
21,11,33,7,30,27.534718376926932
21,14,50,5,25,20.980545580212723
24,10,56,10,40,26.173941311954085
18,11,43,8,33,26.54719529756955
19,14,33,5,31,29.281771711936987
20,12,38,8,33,27.32369961848451
21,10,66,3,32,12.790735274947245
25,14,54,7,32,15.397941182273193
16,5,60,5,27,23.966694619113184
17,12,61,13,27,14.195007720514198
22,11,43,11,25,16.699291369131597
21,7,46,2,33,19.636323426175593
14,5,48,6,31,29.77290789952146
26,5,54,8,24,30.981243187554817
23,9,60,5,33,17.124131576100126
13,8,68,8,30,13.205701947499703
19,9,58,1,19,25.22748127334611
31,12,58,4,32,31.606127582184374
18,17,69,9,25,14.024591337596432
32,16,47,10,31,22.836747094602906
17,6,61,11,38,17.889161087531306
23,7,55,10,22,22.934958062194333
23,8,56,5,33,31.62928439844313
10,7,47,13,25,13.854707495065117
18,9,36,12,27,10.830000750029647
20,13,53,5,19,19.477404636672844
15,18,53,11,32,28.35231748176523
19,16,44,6,25,15.456099564882138
22,8,49,8,30,23.87344466069333
21,6,41,6,33,16.705144120844594
22,12,41,11,37,18.78260558819578
21,16,45,9,37,21.094242345097534
16,4,36,10,23,12.058301130307301
19,13,44,12,31,12.932302098920335
12,6,57,9,42,24.015002151490123
18,10,64,7,32,22.44018099563716
21,11,70,9,31,22.02374495815917
17,10,45,6,32,23.656039960986828
16,7,62,14,29,22.775229107050823
23,11,53,13,36,29.65289400442684
18,9,47,7,28,23.06521341043981
24,13,54,5,34,29.727053162417278
12,12,61,6,23,27.145148033086052
17,7,45,4,20,3.641014543062415
25,12,44,6,28,23.54424982891633
23,13,45,11,24,26.49567515432999
18,12,43,9,21,20.046491601359932
24,8,61,11,38,17.40554340236468
25,7,42,11,33,23.263121067986955
19,10,44,2,30,22.430688616537097
16,5,53,9,28,11.966547645044296
21,14,52,5,34,22.10556562547827
15,10,45,4,35,13.7485089087433
21,10,66,4,24,15.130006728196724
20,17,43,6,27,21.031743719641057
21,13,48,10,28,15.726236015442222
21,9,30,4,34,14.411149436213615
20,7,46,11,28,21.084077365181074
16,6,36,10,31,17.962680853982626
17,9,40,9,29,16.771856800527566
20,10,30,6,34,24.401584698283955
17,6,41,11,33,20.424933711375356
26,14,49,6,27,14.484887915910154
24,7,47,10,25,17.527727503608222
14,11,45,8,25,16.149323397238646
25,8,46,6,38,25.871713276630032
22,10,44,11,42,7.101815350019013
20,9,49,11,35,20.097142055394396
22,12,48,13,21,23.816191407776977
19,6,52,4,26,18.17755951544818
21,16,47,7,25,11.807018958634977
15,11,45,2,28,19.538998465512623
20,12,57,1,19,13.915814303546133
13,6,56,7,24,11.300095579237013
22,12,49,8,38,22.473905350488803
13,12,61,14,33,11.909534964364775
16,7,50,10,30,20.026847356005202
17,7,48,9,27,19.090177137232093
29,10,49,7,28,22.59567409675099
25,10,51,11,32,24.412120734151635
17,17,40,10,30,23.6325177175834
17,18,31,8,25,26.542805335349758
28,14,52,6,34,17.656729759424152
23,8,58,7,26,15.751023014245693
35,12,39,12,35,30.53459831016597
25,13,60,11,23,23.68242046516299
22,15,33,9,25,19.063029749978945
27,11,44,9,34,24.279003791183307
9,8,67,11,26,26.433332506459877
25,10,53,4,36,21.35243053672183
19,15,46,10,33,16.25005519774819
19,13,52,3,35,20.986920600080566
28,10,61,8,29,21.030106543162137
17,11,35,10,24,14.465987445081847
18,6,63,8,25,17.82270624635355
18,4,45,9,35,20.365471042041353
22,12,57,7,27,14.615850208222533
17,8,43,9,30,22.805103299921598
14,11,66,8,24,23.90883616205899
19,12,49,8,33,14.967850097386139
12,11,36,8,22,25.161113112035576
25,10,54,10,36,21.250690695001616
19,10,63,3,23,18.410065304850324
26,5,61,5,24,23.894610696870533
21,11,50,7,29,14.201491206098252
19,11,58,11,41,30.401047340051406
21,9,45,3,27,20.116157018283744
24,13,55,10,27,23.150484410823886
15,6,53,8,28,13.840029517827771
15,14,21,5,38,20.39689667787059
21,7,39,5,39,31.16117269675341
21,6,52,11,34,17.805699374029214
18,11,51,12,34,26.194476736408582
21,10,49,13,27,25.02245789490783
22,12,50,10,25,19.987584861083917
23,11,62,8,36,33.2432018359932
16,10,53,12,33,8.43085096739063
14,9,26,12,30,12.545052581415618
22,19,69,9,29,26.770780188322714
15,8,30,11,29,14.96986210217653
25,8,59,5,32,19.326530364216843
22,13,34,7,38,24.060741026775805
11,11,64,5,29,14.785272290599044
25,5,47,8,21,21.441088771457718
22,8,53,5,33,22.173797514495515
31,10,30,10,35,21.217076499239997
21,10,57,7,41,23.15026825205711
23,10,54,12,31,18.018132252544248
16,7,56,5,27,18.04234516510766
27,14,59,9,26,24.484013466807856
20,12,51,11,30,17.9842883952373
14,7,47,13,24,25.17449025654747
16,6,41,8,30,21.088408260346746
22,13,45,9,35,20.925590003354248
24,9,62,15,39,23.834007020095285
19,12,41,15,30,33.59641818327571
17,9,31,10,22,14.960146032345765
21,7,40,13,30,8.100067759370177
27,7,56,8,22,23.24190320364596
27,8,46,6,32,8.168965064077847
19,6,56,6,36,23.862527691456076
22,9,29,8,35,22.293795779444356
15,13,20,7,24,16.669744060487364
13,9,52,11,23,27.45398873613116
13,13,60,9,26,22.7727572453736
24,13,32,6,29,22.484281431453994
14,11,55,5,19,19.678019713998818
15,15,61,3,30,16.68143882366011
25,14,49,4,26,24.68786379031359
22,8,59,12,27,24.40553402630465
22,6,51,6,24,14.75612409864932
22,7,47,6,20,13.662757769203377
26,3,58,7,32,23.20001437950214
15,9,69,7,37,25.417000180067646
16,9,44,12,26,12.62354162260781
27,10,49,5,30,19.12831051112191
22,13,40,4,31,14.34731103037247
19,12,51,8,29,16.477039807193375
29,7,48,7,36,17.517529478742762
26,6,61,2,32,20.040104643872997
16,10,64,11,40,18.68142222602687
17,7,57,5,31,17.565400454379454
22,17,60,9,32,18.371099517010613
16,8,42,9,29,21.433608111817506
22,7,40,10,34,13.519582347785304
25,9,54,9,32,21.58670422031409
22,9,50,8,29,17.464144057835817
21,9,69,10,30,27.712891479092704
17,6,30,15,36,21.46560033308265
17,10,56,13,22,29.568229000087552
20,12,56,7,24,15.842623552750965
32,15,42,7,29,23.038622848534427
17,6,40,5,35,21.24231720120781
17,7,46,10,25,14.477504160647982
18,19,33,6,29,14.56112712922284
22,9,64,8,26,17.316763452175625
25,8,77,7,41,26.09903633076763
12,11,46,6,31,14.687254219679327
14,14,43,6,28,29.63172111628767
28,11,36,9,33,23.312173234188634
25,8,39,5,30,15.236929849040251
23,10,44,10,41,27.038722612750483
15,11,62,11,30,18.72095938630764
22,11,81,4,32,27.660683305155377
18,8,42,8,19,16.478197684724943
25,10,40,9,26,22.901050504327607
24,17,38,3,28,16.659064650819474
26,11,54,8,28,26.75597974315304
21,12,53,6,26,16.376583867992935
19,8,51,8,32,21.22638589389275
13,9,45,6,26,22.87689681787971
26,10,63,6,26,25.353232677979975
16,5,57,10,29,22.504158973082397
17,14,57,11,33,27.50724834855172
19,12,53,12,24,26.188387171855503
14,8,48,4,32,12.90078976091156
19,11,42,6,32,21.833924659033684
23,10,55,3,32,16.21805664631705
23,10,54,14,25,18.34923744327778
25,3,55,8,27,21.014765941874785
16,11,34,7,29,14.85513661708362
22,7,53,9,30,23.77540556142264
19,14,46,8,29,29.869444631566406
26,10,41,7,31,17.789226872185786
19,12,57,1,30,14.81662272479517
16,5,51,2,23,16.41476939357954
20,10,73,7,30,17.479960249448347
24,7,54,4,27,21.037759707085314
23,13,47,7,35,23.847218617220296
20,11,48,5,27,32.02131100672029
19,9,38,9,23,19.68036557688494
27,11,62,11,26,21.252492597030376
30,11,53,5,34,21.730846407660238
22,8,53,11,39,20.19372188970966
14,11,39,8,31,20.472048132956544
13,8,57,4,34,1.203686514669453
19,7,40,12,23,20.663275960871925
16,10,44,9,30,17.33461334091607
19,12,51,10,33,23.511148932961927
23,4,44,8,32,17.44413371743751
20,9,42,10,24,21.405880652439212
17,7,49,7,27,14.538792738453363
15,6,60,7,23,10.29101440810468
16,15,58,9,29,20.812740584719748
24,12,57,11,25,22.185542818617197
21,8,54,7,32,20.201284572093257
12,16,45,10,20,7.706631969287438
18,12,61,5,31,21.82912541582701
22,8,32,6,18,15.859700027638677
16,8,54,6,35,20.554120795949146
19,5,58,13,27,18.746105761823866
32,8,49,7,29,33.088191291723085
18,6,42,7,28,16.97780090559839
22,12,49,5,43,26.274972656931045
14,5,42,5,28,23.48753526067803
24,7,55,9,32,25.05951964538599
17,12,59,1,33,20.4601523097488
19,10,54,7,26,27.774927543433943
19,14,53,8,37,17.227461385455307
20,9,57,6,19,22.186276880775694
27,6,58,7,28,16.265667633105114
24,12,42,5,29,21.134214176710714
10,10,34,5,28,10.298074447952743
20,7,52,9,27,10.595209532905999
22,10,59,6,24,12.237833109101643
31,10,34,5,31,28.828794928803937
14,8,50,9,27,12.60451637176559
22,8,61,7,29,19.76986148553673
19,7,48,6,33,15.565462521774046
12,12,65,7,21,23.968220902397665
20,7,63,11,31,13.525554326851811
20,9,48,9,29,15.939742893847123
22,10,46,9,28,36.84484974187255
26,4,46,9,30,26.90749724106211
20,9,51,10,29,15.39463536777269
22,11,38,8,33,25.73945202530779
24,9,36,3,34,17.3359659624587
19,8,27,9,31,20.00773464350637
14,11,49,17,26,14.072688027763126
21,10,70,16,29,22.833992233100357
19,11,30,6,20,18.869923889855652
26,4,48,5,32,14.550853274047405
13,6,47,3,31,14.246983374459674
26,9,48,7,30,22.273688225096496
23,14,62,10,27,26.51243263712011
22,9,41,10,38,22.763992327565628
24,11,30,11,38,24.490281375354705
22,12,44,5,34,10.535684255574504
21,10,43,11,25,8.019999322659604
19,13,27,5,27,16.260219336848884
23,7,52,16,34,28.10893978725106
13,15,38,5,29,14.785175982036712
20,15,49,11,36,17.326501153818754
25,5,46,8,22,7.755252471507397
20,7,39,14,20,17.803615853465775
19,6,58,10,38,13.14422327446039
20,8,47,13,37,17.258453595974718
16,12,50,7,27,15.252069559695032
20,8,55,10,35,10.341095980275533
13,12,52,6,34,16.846758464501132
30,15,51,8,32,33.70299268198518
15,8,41,8,34,28.519002675379213
17,5,38,8,25,23.56955431934357
17,10,51,5,25,12.385644591769582
21,7,40,4,29,26.58235082250243
18,4,57,12,34,17.946745127473736
16,14,48,10,32,14.62010256141151
24,7,56,11,29,18.988277286430115
23,13,40,5,28,23.07859190196414
19,9,38,11,31,14.558387697131927
18,9,66,8,33,21.49247799821271
16,10,48,5,35,14.366931587692662
18,17,59,9,22,28.420716546965497
14,14,35,10,25,19.535092120495822
20,5,47,7,27,14.501971832682191
28,14,63,12,35,21.63789715681654
17,9,34,4,29,20.270247858726986
17,15,72,4,19,22.553854085964495
10,9,52,6,31,13.082213483068745
24,3,41,8,26,13.700889428962913
20,10,53,7,26,8.2796750450699
15,10,61,6,22,18.09500558492322
18,13,41,9,28,20.673324022075317
20,16,43,3,25,14.330359200572394
19,6,52,12,21,14.724596655472316
22,3,54,5,35,26.34351276440973
19,10,48,14,29,19.889554214164352
24,10,54,14,30,22.865159227713587
20,6,58,10,22,12.442219682029071
21,12,51,8,27,16.467667923476384
10,9,43,9,32,17.72733945368405
15,10,49,9,19,19.943441044698382
23,10,67,10,31,25.033600406758445
15,12,53,6,32,15.003336173937548
16,8,62,7,31,21.137596563279683
16,6,44,6,31,12.689168184074843
11,12,52,6,28,13.878868477201157
20,15,57,8,25,22.370583070128802
21,13,64,12,20,25.33390760619494
15,16,62,9,37,32.48500215233879
21,10,38,11,31,32.820686673920676
24,11,61,9,23,19.01863772282125
14,10,66,5,29,25.948298206603162
23,7,44,12,27,22.727430854949226
23,12,41,7,32,13.702593436521703
16,12,49,7,28,17.88118455454631
16,11,51,12,24,24.124880912787958
23,10,46,4,36,20.66023641681227
28,7,38,12,31,26.30143248384732
17,10,64,12,37,21.334288360748126
19,6,41,5,27,14.416964569731409
20,10,44,11,35,17.556164919984
19,10,51,11,27,12.393937805736972
15,9,35,6,27,24.29631738830523
18,7,34,6,28,9.99368084265149
24,14,45,8,32,28.56334240925704
15,11,58,11,30,23.869688088085667
13,9,51,6,31,17.768997650799164
24,10,29,6,21,22.134883814856792
21,13,63,4,25,22.448837765076696
21,10,57,10,36,20.820802890569336
18,12,51,13,36,19.873659094316068
22,12,51,12,23,26.296542430032982
28,11,56,11,34,16.460562423541443
21,15,73,10,29,13.124111184256034
24,8,58,5,28,23.464852222844556
15,8,52,7,24,15.9718952607739
23,15,37,7,20,21.921472300900447
19,11,51,8,24,13.511962197695619
18,7,57,7,29,15.868871468477112
19,9,48,9,29,24.09020537599797
22,9,44,11,34,19.635891974074713
25,8,55,8,31,17.404727389042826
14,14,40,4,25,2.389459207154969
25,15,58,8,24,28.931144859133852
17,5,45,9,35,19.157356947495995
18,9,28,7,33,19.455111043462004
11,11,45,9,28,21.06764947383062
21,8,49,4,32,12.56075257430567
16,8,55,5,34,15.769729045777936
25,5,54,8,21,14.1898835572202
25,15,37,9,25,19.53744176059708
24,7,51,4,26,8.804261527066457
16,17,44,6,24,12.685774263681239
26,14,46,11,27,29.14187502005568
32,17,40,12,32,18.816846120216905
14,17,49,4,27,16.046522449062955
30,10,81,6,34,28.968645084602887
18,12,68,15,27,27.433585852609404
23,9,40,1,29,23.304567559319008
24,17,50,7,26,24.234568471064083
20,11,46,10,28,16.56860240393912
18,5,51,7,27,14.579094769226142
18,10,59,2,28,18.117957535946964
20,8,48,7,23,22.12920323240545
18,8,42,8,21,10.691677596162869
22,9,61,7,21,24.465703213461563
17,9,37,9,32,9.711757834627436
23,12,51,6,27,20.24375866320125
22,7,35,5,32,12.125748841101204
22,10,39,3,26,19.21854325218487
21,9,57,4,28,21.487926920720184
12,10,43,2,33,11.49293724616511
30,15,31,10,35,28.29707049103043
19,6,42,8,33,16.503354853186853
20,9,41,9,27,11.966389470760763
16,13,37,10,19,9.61399679720647
15,12,55,8,22,21.13396107660171
19,15,34,7,30,15.67425814887722
16,9,44,5,26,15.528369009796348
22,11,51,12,23,23.080333258676237
19,14,46,5,32,10.598807143052113
21,10,45,16,40,19.08587826824278
20,11,42,6,29,20.757257696955644
29,5,37,10,24,18.530672867587437
11,5,43,8,28,16.49948041028082
16,14,56,13,24,17.1699665045775
19,10,45,14,30,21.372017536402947
18,6,51,8,34,22.30382270776151
20,7,61,3,30,10.479513941592963
22,13,55,8,29,28.892366173716834
16,7,37,9,31,26.699826241654
23,7,54,12,23,15.368798076446206
21,8,60,6,33,21.93094514043357
19,8,44,3,29,16.935491546980614
21,5,34,6,31,21.560560827441446
17,6,45,5,33,16.576653205554273
13,7,51,4,28,19.967015530135157
23,9,55,5,32,14.38390988304991
20,7,44,9,32,12.080563662828766
19,9,29,3,29,8.686466083738088
22,5,37,11,37,19.85930145685134
16,8,53,8,23,8.631650985272621
18,6,69,8,32,16.65682837192618
20,8,49,7,22,18.75954016821583
10,9,63,10,26,10.554875123287466
26,11,39,5,29,27.615683297299725
16,9,43,10,25,18.562106218688935
18,9,26,7,33,18.115683742668097
24,8,53,5,37,27.069686329539422
11,9,41,3,36,8.607430792154984
19,12,55,9,29,28.90319151959121
17,8,44,11,38,12.562507963799451
26,8,70,9,28,26.397274501083267
24,12,67,9,35,21.547550389033574
21,11,26,8,25,20.339299668528636
14,12,55,10,19,27.397589074911814
17,13,42,11,31,15.916731984376916
23,11,56,6,33,22.665991847437184
21,5,36,10,37,23.9306938022744
11,12,64,9,34,19.782325982283233
19,12,60,8,33,14.50022215241407
27,11,35,3,36,21.9003022731878
21,11,48,10,22,15.311294009995228
9,12,51,9,29,22.557069549621744
17,8,57,7,30,15.578189514377017
